time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BinaryProtocol:bytesReadPerSecond,BinaryProtocol:bytesWrittenPerSecond,BinaryProtocol:messagesReadPerSecond,BinaryProtocol:messagesWrittenPerSecond,BinaryProtocol:nAckMessages,BinaryProtocol:nBytesRead,BinaryProtocol:nBytesWritten,BinaryProtocol:nEntriesOldVersion,BinaryProtocol:nGroupAckMessages,BinaryProtocol:nGroupedAcks,BinaryProtocol:nMaxGroupedAcks,BinaryProtocol:nMessageBatches,BinaryProtocol:nMessagesBatched,BinaryProtocol:nMessagesRead,BinaryProtocol:nMessagesWritten,BinaryProtocol:nReadNanos,BinaryProtocol:nWriteNanos,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,ConsistencyTracker:nLagConsistencyWaitMS,ConsistencyTracker:nLagConsistencyWaits,ConsistencyTracker:nVLSNConsistencyWaitMS,ConsistencyTracker:nVLSNConsistencyWaits,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,FeederManager:nFeedersCreated,FeederManager:nFeedersShutdown,FeederManager:replica95DelayMsMap,FeederManager:replica99DelayMsMap,FeederManager:replicaAvgDelayMsMap,FeederManager:replicaDelayMap,FeederManager:replicaLastCommitTimestampMap,FeederManager:replicaLastCommitVLSNMap,FeederManager:replicaMaxDelayMsMap,FeederManager:replicaVLSNLagMap,FeederManager:replicaVLSNRateMap,FeederTxns:ackWaitMS,FeederTxns:lastCommitTimestamp,FeederTxns:lastCommitVLSN,FeederTxns:totalTxnMS,FeederTxns:txnsAcked,FeederTxns:txnsNotAcked,FeederTxns:vlsnRate,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,Replay:elapsedTxn95Ms,Replay:elapsedTxn99Ms,Replay:elapsedTxnAvgMs,Replay:elapsedTxnMaxMs,Replay:latestCommitLagMs,Replay:maxCommitProcessingNanos,Replay:minCommitProcessingNanos,Replay:nAborts,Replay:nCommitAcks,Replay:nCommitNoSyncs,Replay:nCommitSyncs,Replay:nCommitWriteNoSyncs,Replay:nCommits,Replay:nGroupCommitMaxExceeded,Replay:nGroupCommitTimeouts,Replay:nGroupCommitTxns,Replay:nGroupCommits,Replay:nLNs,Replay:nMessageQueueOverflows,Replay:nNameLNs,Replay:outputQueue95DelayMs,Replay:outputQueue99DelayMs,Replay:outputQueueAvgDelayMs,Replay:outputQueueMaxDelayMs,Replay:replayQueue95DelayMs,Replay:replayQueue99DelayMs,Replay:replayQueueAvgDelayMs,Replay:replayQueueMaxDelayMs,Replay:totalCommitProcessingNanos,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits,VLSNIndex:nBucketsCreated,VLSNIndex:nHeadBucketsDeleted,VLSNIndex:nHits,VLSNIndex:nMisses,VLSNIndex:nTailBucketsDeleted
2025-12-18 14:48:03.616 UTC, , , , , , , , , , , , , , , , , , , , , , , , , , ,125,3159885,14032, , ,3, ,10, , , , , , , , , ,3,3, , , , ,1,5, , , , , , , , , , , , , , , , ,1362,1,734,734,1, ,2,4,1412,283438129152,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1412, , , , ,1766069283526,,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3145728,1362,1,1,0,1, , , ,1,1,2,1, ,3,2, , , , , ,38,1, , , ,2048,1,1374,1, , , , , , ,10,23,137382256, , , , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2025-12-18 14:48:03.650 UTC, , , , , , , , , , , , , , , , , , , , , , , , , , ,589,3164885,18568, , ,4, ,22, , , , , , , , , ,4,4, , , , ,1,5, ,13, , , , , , , , , , , , , , ,1362,1,734,734, , , , ,1412,283438129152,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1412, , , , ,1766069283526,,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3145728,2371,0,0,0,0, , , ,5,5,2,5, ,3,5, , , , , , , , , , ,4096,2,994,5, , , , , , , , ,145770864, , , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2025-12-18 14:48:08.696 UTC, , , , , , , , , , , , , , , , , , , , , , , , , , ,125,3168061,22208, , ,5, ,51,4,0.08, , , , , , , ,5,5, ,8, ,1,2,7, ,40,11, , , , , , , , , , , , , ,3765,2,2676,2676,1,1,4,9,3815,283441217536,-1,-1,-1,-1, , , , , ,1,32, , , , , , , , , , , , , , , , , , , , , , , , , ,3815, , , , ,1766069288659,,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3145728,3765,1,1,0,1, , ,19,2,2,4,2, ,3,3, ,19, ,2048,1, , , , , ,105009,32,1409,2, , , , , , ,10,23,154159472, , , , , , , ,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2025-12-18 14:49:08.703 UTC, , ,0,1458836,0,9888, , ,43372, , , , ,13,108, ,294, ,29730548, , , , , , , ,589,3195733,49192,224, ,7, ,181, , , , , , , , , ,7,7, , , ,1,2,9, ,196,3, , , , , , , , , , , , , ,3765,2,2676,2676, , , , ,3815,283441217536,44,44,44,44, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3815, , , , ,1766069288659,,, , , , , , , , , ,4, ,starrocks-fe-1_9010_1766069290773=1000;starrocks-fe-2_9010_1766069290767=1000,starrocks-fe-1_9010_1766069290773=1000;starrocks-fe-2_9010_1766069290767=1000,starrocks-fe-1_9010_1766069290773=2111;starrocks-fe-2_9010_1766069290767=2059,starrocks-fe-1_9010_1766069290773=0;starrocks-fe-2_9010_1766069290767=0,starrocks-fe-1_9010_1766069290773=1766069344973;starrocks-fe-2_9010_1766069290767=1766069344973,starrocks-fe-1_9010_1766069290773=102;starrocks-fe-2_9010_1766069290767=102,starrocks-fe-1_9010_1766069290773=4016;starrocks-fe-2_9010_1766069290767=4016,starrocks-fe-1_9010_1766069290773=0;starrocks-fe-2_9010_1766069290767=0,starrocks-fe-1_9010_1766069290773=113;starrocks-fe-2_9010_1766069290767=113,31,1766069348297,103,64,25, ,122,3145728,23809,1,2,0,2, , ,7,40,40,3,50, ,3,42, ,7,1, , , , , , , ,42293,12,20027,50, , , , , , ,3,16,155200192,2, , , , , , ,121, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34, ,1, , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,64,22, 
2025-12-18 14:49:33.544 UTC, , , , , , , , , , , , , , , , , , , , , , , , , , ,125,3177917,32064, , ,7,1,170,7,0.04, , , , , , , ,7,7, ,57,1,2,4,9, ,109,16, , , , , , , , , , , , , ,185679,3,183257,183257,1, ,7,14,185732,281786290176,96,96,96,96, , , , , ,12,113, , , , , , , , , , , , , , , , , , , , , , , , , ,185732, , , , ,1766069373372,,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3145728,185679,0,0,0,0, , ,31,2,2,4,2, ,3,3, ,31, ,2048,1, , , , , ,2186079,184,2705,2, , , , , , ,9,34,135135744, , , , , , , ,111, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2025-12-18 14:50:33.554 UTC, , ,1168,160152,2,7769,31,69160,2453, ,1,1,1, , ,131,119,59162502782,15316669, , , , , , , ,589,3248853,102312,224, ,8, ,88060, , , , , , , , , ,8,8, , , ,3,3,10, ,234550,52, , , , , , , , , , , , , ,185679,3,183257,183257, , , , ,185732,281786290176,96,96,96,96, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,185732, , , , ,1766069373372,,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3145728,254020,0,1,0,1, , ,54,31,31,3,31, ,3,33, ,54,1, , , , , , , ,210221,60,68288,33, , , , , , ,4,49,198875392,4, , , , , , ,163,17, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,30, , ,75,29305, , , , , , , ,2,4,1,4,2,3479625,55416, ,32,14,31, ,45, , , , ,30, ,3, , , , ,1,1,0,1,33082334, , , ,1, , , , 
2025-12-18 14:51:33.562 UTC, , ,315,222688,2,11483,36,18935,2172, ,1,1,1, , ,135,112,60064234079,9753548, , , , , , , ,589,3264829,118288,224, ,8, ,89969, , , , , , , , , ,8,8, , , ,3,3,10, ,239757, , , , , , , , , , , , , , ,185679,3,183257,183257, , , , ,185732,281786290176,96,96,96,96, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,185732, , , , ,1766069373372,,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3145728,271785,1,1,0,1, , , ,37,37, ,37, ,3,41, , ,1, , , , , , , , , ,17800,48, , , , , , ,1,21,175394312,5, , , , , , ,93,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,37, , ,37,29965, , , , , , , ,2,3,0,3,1,2150208,129667, ,37,11,37, ,48, , , , ,37, , , , , , ,1,2,0,2,26153787, , , , , , , , 
2025-12-18 14:52:33.570 UTC, , ,666,136773,2,7086,40,40054,2316, ,1,1,1, , ,145,120,60068309365,16933048, , , , , , , ,589,3303973,157432,224, ,8, ,90557, , , , , , , , , ,8,8, , , ,3,3,10, ,241299, , , , , , , , , , , , , , ,185679,3,183257,183257, , , , ,185732,281786290176,96,96,96,96, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,185732, , , , ,1766069373372,,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3145728,310681,1,6,0,6, , , ,41,41, ,41, ,3,44, , ,1, , , , , , , , , ,38897,52, , , , , , , , ,255086088,6, , , , , , ,118,29, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,43, , ,43,30157, , , , , , , ,5,11,1,11,4,11033500,227541, ,41,12,41, ,53, , , , ,43, , , , , , ,1,4,0,4,70949747, , , , , , , , 
2025-12-18 14:53:33.583 UTC, , ,742,160544,2,8427,45,44597,2324, , , , , , ,148,122,60102164614,14475710, , , , , , , ,589,3347373,200832,224, ,9, ,89019, , , , , , , , , ,9,8, , , ,4,3,10, ,237182, , , , , , , , , , , , , , ,185679,3,183257,183257, , , , ,185732,281786290176,96,96,96,96, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,185732, , , , ,1766069373372,,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3145728,356480,1,1,0,1, , , ,45,45, ,45, ,3,48, , ,1, , , , , , , , , ,45799,56, , , , , , ,1,11,201494720,6, , , , , , ,112,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46, , ,46,29642, , , , , , , ,3,3,1,3,3,2856000,205083, ,45,12,45, ,57, , , , ,46, , , , , , ,1,1,0,1,32971209, , , , , , , , 
2025-12-18 14:54:33.594 UTC, , ,911,180797,3,9876,66,54779,2636, ,1,1,1, , ,196,144,60070493526,14579829, , , , , , , ,589,3401141,254600,224, ,10, ,90373, , , , , , , , , ,10,8, , , ,4,3,10, ,240693, , , , , , , , , , , , , , ,185679,3,183257,183257, , , , ,185732,281786290176,96,96,96,96, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,185732, , , , ,1766069373372,,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3145728,412387,1,1,0,1, , , ,67,67, ,67, ,3,70, , ,1, , , , , , , , , ,55908,77, , , , , , , , ,276992192,6, , , , , , ,168,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,69, , ,69,30078, , , , , , , ,3,3,0,3,3,2157583,134917, ,67,11,67, ,78, , , , ,69, , , , , , ,1,1,0,1,38325626, , , , , , , , 
